Date,Open,High,Low,Close,Volume,Market Cap,Market Cap Smooth,Pct Diff Open,Pct Diff High,Pct Diff Low,Pct Diff Close,Pct Diff Volume,Pct Diff Market Cap,Pct Diff Market Cap Smooth
2025-05-08,2.290229042492037,2.739521136971162,2.281261573752737,2.7244493177317644,488679483.28223,3030394298.43554,3465271136.3902445,-0.16638200866142439,-0.07959577971680687,-0.1623885208106417,-0.05896006273775767,-0.38656139030240666,-0.1254957608909394,2.220446049250313e-16
2025-05-07,2.331399844900128,2.383205156268774,2.230588943777038,2.2856973204068423,415520000.2229965,2787347831.9303136,3378295768.799304,0.017976718330011243,-0.13006505987259276,-0.02221254702166453,-0.16104245157704178,-0.14970852176534144,-0.08020291835643334,-0.02509915217818781
2025-05-06,2.3189658393830697,2.3495340767167594,2.245304886994259,2.33135284152178,282866987.78745645,2787215979.2090592,3260106181.425506,-0.005333278864308566,-0.014128485524398271,0.006597335317327646,0.019974438744501555,-0.31924579409980103,-4.730400696462134e-05,-0.0349849733304447
2025-05-05,2.3284008521802617,2.3976324833408884,2.302583160893461,2.3200485250869245,265286137.7839721,2842840490.543554,3165528140.982217,0.004068629488609421,0.020471465853920234,0.025510243277419464,-0.004848822637879557,-0.0621523569823369,0.01995701508222525,-0.029010723939652316
2025-05-04,2.4273428882664785,2.453592820001288,2.315660857192041,2.3305565400458086,258474347.27874565,2884963323.675958,3100990610.8944845,0.04249355775384189,0.02333983087450675,0.005679576104215878,0.004529222059478366,-0.02567714454335135,0.014817163774232922,-0.020387602704333374
2025-05-03,2.5105948156026523,2.5105948156026523,2.412569953649425,2.4308556128961545,280970838.4843206,2984968139.557492,3057785153.4507794,0.03429755546223201,0.023232051845234025,0.04184943410707187,0.04303653274525332,0.08703568242814486,0.034664155020906584,-0.013932792086475354
2025-05-02,2.549304328182233,2.626393001334254,2.4978664819427863,2.51176270009389,311410137.14634144,3091133772.735192,3043221750.672122,0.015418462724057225,0.04612380500905511,0.03535504873727513,0.03328337839915618,0.10833614913997391,0.03556675589624181,-0.004762729246108877
2025-05-01,2.467179024406539,2.601456923883245,2.467179024406539,2.543141341028826,304949777.4216028,3076428525.0905924,3052804155.0847363,-0.03221479007735939,-0.009494419699695,-0.012285467521218063,0.012492677327266222,-0.02074550232673622,-0.0047572343113405635,0.003148769691363462
2025-04-30,2.52974254779149,2.551965720842188,2.391268492602654,2.4670041711944783,311947598.9303136,3017535347.1498256,3057529029.0859075,0.025358323318268594,-0.019024417658694115,-0.030768148988355004,-0.0299382376457088,0.022947455701979758,-0.019143359730430465,0.0015477160542058943
2025-04-29,2.585338999988513,2.6200774707188206,2.499544838448601,2.5336210178491263,421829411.533101,3105765404.8850174,3049530292.698691,0.021977118677771967,0.02668991566789325,0.045279878098548165,0.027003134989590727,0.35224445701643026,0.029239113244697634,-0.002616078640995889
2025-04-28,2.487260406594761,2.6291432585464865,2.4338286956684603,2.595828572562052,353514466.80139375,3078514744.191637,3060777315.1359563,-0.03793645374714416,0.003460122049436354,-0.0262912438173859,0.024552825491531483,-0.16194922132959566,-0.008774217347684465,0.0036881163188289268
2025-04-27,2.621435196781625,2.6528940610692846,2.493199213646011,2.494369039364678,328063858.9651568,3089414358.902439,3064324800.9470925,0.053944810053306425,0.009033666174557808,0.024393877056020363,-0.039085606141254,-0.0719931154911837,0.003540543286780329,0.0011590146704216764
2025-04-26,2.63417513766454,2.726437074967492,2.564788248412339,2.626415164483613,397001186.3170732,3194947845.066202,3069342712.538162,0.004859910669756884,0.027721805773339048,0.0287137242682014,0.05293768605810123,0.21013386713602666,0.034159705984293964,0.0016375260186252127
2025-04-25,2.543081887968675,2.6490674510304677,2.498283076744893,2.618489199968309,414231069.8606272,3128179176.815331,3094463739.0437703,-0.03458131860458924,-0.028377557159629974,-0.025930082808440225,-0.003017788132845589,0.04340008074885948,-0.02089820287801525,0.00818449709215896
2025-04-24,2.475988979150615,2.5787881549824747,2.3651531464210263,2.538682984129058,418482993.9407666,2979437850.909408,3101206826.5980825,-0.026382520018516376,-0.026529825060005452,-0.05328856908294266,-0.030477962574837703,0.010264618927715796,-0.04754885110428686,0.0021790811342310423
2025-04-23,2.419546625797661,2.5414893141124626,2.3997948413597454,2.469797994672136,459218429.9860627,2991040063.013937,3076853031.460348,-0.022795882303287218,-0.014463708776522477,0.014646702684407265,-0.027134143919333886,0.09734072025651286,0.00389409435104926,-0.007853005781123468
2025-04-22,2.2120556331160506,2.4175882232018697,2.1564282730654742,2.4019112855829543,357509467.5818815,2720224926.818815,3059690437.771066,-0.08575614558087152,-0.04875137197020307,-0.10141140571682261,-0.02748674557013464,-0.22148275365879377,-0.09054212932281269,-0.005577969930249171
2025-04-21,2.2424542676074224,2.327135633512436,2.210186509901904,2.2185937999865017,314565171.8362369,2747611999.6585364,2991797335.580616,0.013742255862051023,-0.0374143904331391,0.024929295125596607,-0.07632150558464967,-0.12012072305696064,0.010067944223917324,-0.02218953308227778
2025-04-20,2.1845110708754074,2.267319044349021,2.148594882111872,2.2414854297573465,252248252.11149827,2650530975.1533103,2942960268.3962,-0.025839187701177657,-0.025703954811233554,-0.027867163026330077,0.010318080655856932,-0.19810495663258265,-0.03533287251522088,-0.01632365488250498
2025-04-19,2.059059473431714,2.197981166647487,2.0536969494946145,2.180851171492169,251981383.48432052,2560461365.0104527,2884474409.7476225,-0.057427769131616624,-0.030581438406010464,-0.04416743863970374,-0.027050926791766683,-0.0010579602631290985,-0.03398172328004878,-0.01987313905547572
2025-04-18,2.051691581546261,2.0889503118673964,2.031724674801686,2.057034656219418,307006159.6620209,2484843451.379791,2819671800.8001885,-0.003578280268502043,-0.04960499954892328,-0.010698888508518967,-0.05677439932227646,0.21836841839994214,-0.029532925067335736,-0.022466002377571348
2025-04-17,1.9714160434456636,2.095941473269447,1.962428176897605,2.051082931587483,385358791.3066202,2444966339.630662,2752706130.916109,-0.03912651337200379,0.0033467341766502123,-0.03410722858442672,-0.002893351657416332,0.25521517786762526,-0.016048138455960204,-0.023749455473887182
